datetime,prcp,Kejadian,Lokasi,Kabupaten,Penyebab,SMA10,EMA10
2021-05-15,12.8,TANAH LONGSOR,Kec.  Dramaga Ds.   Petir,BOGOR,• Diakibatkan hujan dengan intensitas tinggi yang cukup lama sehingga dua unit rumah terdampak dan beberapa jalan desa terjadi longsor,12.0,12.1
2021-05-15,12.8,TANAH LONGSOR,KEC BOJONGGEDE,BOGOR,-,7.5,12.2
2021-05-15,12.8,TANAH LONGSOR,KEC DRAMAGA,BOGOR,-,8.1,12.3
2021-05-15,12.8,TANAH LONGSOR,Kec.  Ciomas Ds.  Sukaharja,BOGOR,hujan dengan intensitas tinggi,8.6,12.4
2021-05-16,24.4,TANAH LONGSOR,KEC CIAWI,BOGOR,-,10.4,14.6
2021-05-16,24.4,TANAH LONGSOR,Kec.  Bojong Gede Ds.  Bojong Gede,BOGOR,• Akibat hujan dengan intensitas tinggi,12.1,16.4
2021-05-16,24.4,TANAH LONGSOR,KEC CIBINONG,BOGOR,-,13.9,17.8
2021-05-16,24.4,TANAH LONGSOR,KEC CIBINONG,BOGOR,-,15.8,19.0
2021-05-17,7.1,TANAH LONGSOR,KEC CIOMAS,BOGOR,-,16.1,16.9
2021-05-17,7.1,TANAH LONGSOR,KEC DRAMAGA,BOGOR,-,16.3,15.1
2021-05-17,7.1,TANAH LONGSOR,KEC KLAPANUNGGAL,BOGOR,-,15.7,13.6
2021-05-17,7.1,TANAH LONGSOR,KEC RUMPIN,BOGOR,-,15.2,12.4
2021-05-17,7.1,TANAH LONGSOR,KEC TAMANSARI,BOGOR,-,14.6,11.5
2021-05-18,20.5,-,-,-,-,15.4,13.1
2021-05-19,4.5,TANAH LONGSOR,KEC CIOMAS,BOGOR,-,13.4,11.5
2021-05-19,4.5,TANAH LONGSOR,KEC CIOMAS,BOGOR,-,11.4,10.3
2021-05-19,4.5,TANAH LONGSOR,Kec. Ciampea Ds.  Cihideng Udik,BOGOR,•Diakibatkan  hujan dengan intensitas tinggi  yang cukup lama sehingga mengakibatkan TPT longsor,9.4,9.2
2021-05-19,4.5,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,7.4,8.4
2021-05-19,4.5,TANAH LONGSOR,Kec. Ciomas Ds. Laladon,BOGOR,• Akibat hujan dengan intensitas tinggi yang cukup lama menyebabkan longsor pada jalan lingkungan dengan luas 4 x 6 meter,7.1,7.7
2021-05-19,4.5,TANAH LONGSOR,KEC DRAMAGA,BOGOR,-,6.9,7.1
2021-05-20,4.7,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,6.6,6.7
2021-05-20,4.7,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,6.4,6.3
2021-05-20,4.7,TANAH LONGSOR,KEC CITEREUP,BOGOR,-,6.2,6.0
2021-05-20,4.7,TANAH LONGSOR,Kec. Ciampea Ds. Cihideung Kp. Lembur,BOGOR,• Akibat hujan dengan intensitas yang cukup tinggi disertai struktur tanah yang labil menyebabkan terjadinya longsor,4.6,5.8
2021-05-21,7.8,TANAH LONGSOR,KEC CIBADAK,BOGOR,-,4.9,6.1
2021-05-21,7.8,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,5.2,6.4
2021-05-21,7.8,TANAH LONGSOR,Kec. Cibinong Kel. Pondok Rajeng,BOGOR,"• Akibat hujan dengan intensitas tinggi disertai angin, sehingga mengakibatkan Tanah longsor Sepanjang 6 Meter. Tinggi 5 Meter, yang menimpa rumah",5.6,6.7
2021-05-22,9.5,TANAH LONGSOR,Kec. Sukajaya Ds. Sukajaya,BOGOR,Hujan dengan intensitas tinggi,6.1,7.2
2021-05-23,4.8,-,-,-,-,6.1,6.8
2021-05-24,15.9,-,-,-,-,7.2,8.4
2021-05-25,37.3,-,-,-,-,10.5,13.7
2021-05-26,2.2,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,10.2,11.6
2021-05-27,1.1,-,-,-,-,9.9,9.7
2021-05-28,4.2,-,-,-,-,9.8,8.7
2021-05-29,18.0,TANAH LONGSOR,KEC NANGGUNG,BOGOR,-,10.9,10.4
2021-05-29,18.0,TANAH LONGSOR,KEC CIOMAS,BOGOR,-,11.9,11.8
2021-05-29,18.0,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,12.9,12.9
2021-05-29,18.0,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,13.8,13.8
2021-05-29,18.0,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,15.1,14.6
2021-05-30,5.3,TANAH LONGSOR,KEC CIAMPEA,BOGOR,-,14.0,12.9
2021-05-30,5.3,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,10.8,11.5
2021-05-31,28.6,-,-,-,-,13.4,14.6
2021-06-01,24.2,TANAH LONGSOR,Kec. Cibinong Des. Ciburuy Kec. Cigombong Ds. Ciburuy,BOGOR,"• Disebabkan hujan deras disertai angin kencang mengakibatkan bagian lantai amblas, karena rembesan air hujan selain kontur tanahnya berupa tebingan",15.8,16.4
2021-06-02,29.3,-,-,-,-,18.3,18.7
2021-06-03,5.4,TANAH LONGSOR,Kec. Ciomas Ds. Ciomas Rahayu Kamp. Villa Ciomas RT. 02/13 Kamp. Selahuni RT. 03/06,BOGOR,• Akibat hujan dengan intensitas tinggi yang cukup lama di wilayah  Kecamatan Ciomas dan sekitarnya,17.0,16.3
2021-06-04,3.6,TANAH LONGSOR,"Kec. Cijeruk, Desa. Cijeruk",BOGOR,"Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil pada Jumat, 04 Juni Pkl. 17.30 WIB",15.6,14.0
2021-06-05,1.2,-,-,-,-,13.9,11.7
2021-06-06,28.1,-,-,-,-,14.9,14.7
2021-06-07,1.5,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,13.2,12.3
2021-06-08,3.5,TANAH LONGSOR,KEC SUKAMAKMUR,BOGOR,-,13.1,10.7
2021-06-08,3.5,TANAH LONGSOR,Kec. Tamansari Ds. Tamansari Kec. Leuwiliang Ds. Karyasari,BOGOR,"•Akibat hujan dengan intensitas tinggi, Tembok pagar ternak sapi milik Bpk H. Mulyadi menimpa dinding pagar Milik warga",12.9,9.4
2021-06-09,4.9,TANAH LONGSOR,Kec. Bojong Gede Ds. Waringin Jaya,BOGOR,•hujan dengan intensitas tinggi mengakibatkan tanag Longsor,10.5,8.6
2021-06-09,4.9,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,8.6,7.9
2021-06-09,4.9,TANAH LONGSOR,Kec. Sukamakmur Ds. Sukawangi,BOGOR,"•Akibat hujan dengan intensitas tinggi, tebingan sawah longsor menimpa rumah, sehingga merusak tembok pada bagian ruang tengah",6.2,7.3
2021-06-10,21.8,TANAH LONGSOR,Kec. Cibinong Kel. Karendenan,BOGOR,•hujan dengan intensitas tinggi mengakibatkan jalan amlas,7.8,10.0
2021-06-10,21.8,TANAH LONGSOR,KEC LEUWILIANG,BOGOR,-,9.6,12.1
2021-06-10,21.8,TANAH LONGSOR,Kec. Cigudeg Ds. Sukaraksa,BOGOR,"Hujan dengan intensitas tingi yang cukup lama menyebabkan kali cisela meluap, sehingga mengakibatkan Longsor tebingan depan rumah",11.7,13.9
2021-06-10,21.8,TANAH LONGSOR,"Kec. Pamijahan, Ds. Purwabakti",BOGOR,"Akibat hujan dengan intensitas tinggi dan tidak adanya resapan air sehingga mengakibatkan TPT longsor pada hari Kamis, 10 Juni 2021, Pkl. 19:30 WIB",11.0,15.3
2021-06-11,41.1,TANAH LONGSOR,KEC PAMIJAHAN,BOGOR,-,15.0,20.0
2021-06-11,41.1,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,18.8,23.8
2021-06-11,41.1,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,22.5,27.0
2021-06-12,5.0,TANAH LONGSOR,Kec. Cibungbulang Ds. Sukamaju,BOGOR,•Akibat hujan yang terjadi cukup lama dan struktur tanah yang labil sehingga mengakibatkan longsor,22.5,23.0
2021-06-12,5.0,TANAH LONGSOR,KEC CIOMAS,BOGOR,-,22.5,19.7
2021-06-12,5.0,TANAH LONGSOR,Kec. Cigudeg Ds. Bunar,BOGOR,•Akibat hujan dengan intensitas tinggi serta struktur tanah yang labil dan tidak adanya tembok penahan tanah (TPT),22.6,17.0
2021-06-13,24.3,TANAH LONGSOR,Ds. Kiarasari Kec. Sukajaya,BOGOR,"•Akibat hujan dengan intensitas yang tinggi dan tidak adanya resapan air di daerah longsoran mengakibatkan tembok penahan tanah (TPT) jebol ( longsor ) dengan rincian panjang ±2m Tinggi ± 2,5 m",22.8,18.4
2021-06-13,24.3,TANAH LONGSOR,Kec. Babakan Madang Ds. Bojong Koneng,BOGOR,•Akibat hujan deras yang cukup lama sehingga mengakibatkan tebingan pondasi halaman rumah longsor dan mengancam beberapa rumah warga,23.0,19.4
2021-06-13,24.3,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,23.3,20.3
2021-06-13,24.3,TANAH LONGSOR,KEC CISEENG,BOGOR,-,23.6,21.0
2021-06-13,24.3,TANAH LONGSOR,Kec. Cigombong Ds. Ciadeg,BOGOR,•Akibat hujan deras yang mengakibatkan fasilitas umum/akses jalan warga longsor,21.9,21.6
2021-06-13,24.3,TANAH LONGSOR,Kec. Caringin Ds. Pancawati Kp. Pasir Kuda Kp. Pasir Tengah,BOGOR,"•Hujan dengan intensitas tinggi disertai angin kencang mengakibatkan 2 unit rumah terkena longsor pada bagian dapur, rincian ukuran longsoran sekitar : Panjang: 5 M Tinggi: 3 M lebar: 1 M .",20.2,22.1
2021-06-14,0.6,-,-,-,-,16.1,18.2
2021-06-15,3.5,-,-,-,-,16.0,15.5
2021-06-16,3.0,TANAH LONGSOR,Kec. Sukajaya Ds. Sukamulih,BOGOR,"Akibat hujan disertai angin yang cukup kencang, mengakibatkan 1 unit rumah mengalami jebol di bagian depan dan kamar. Serta 1 unit rumah terancam dan 6 unit rumah mengalami keretakan akibat pergerakan tanah",15.8,13.3
2021-06-17,14.2,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,16.7,13.4
2021-06-18,16.9,-,-,-,-,16.0,14.1
2021-06-19,13.1,-,-,-,-,14.8,13.9
2021-06-20,9.6,-,-,-,-,13.4,13.1
2021-06-21,0.8,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,11.0,10.9
2021-06-21,0.8,TANAH LONGSOR,Kec. Jasinga ds. Pangradin,BOGOR,"Akibat hujan dengan intensitas tinggi yang cukup lama sehingga menyebabkan kali Pangradin meluap pada hari Senin, 21 Juni 2021, Pkl. 19:30 WIB",8.7,9.0
2021-06-21,0.8,TANAH LONGSOR,KEC RUMPIN,BOGOR,-,6.3,7.5
2021-06-22,12.5,TANAH LONGSOR,Kec. Cisarua Desa Kopo Desa Jogjogan Desa Cibereum Desa Batu Layang,BOGOR,• Akibat hujan deras dengan intensitas tinggi mengakibatkan beberapa tebingan di 3 kampung mengalami longsor dengan ukuran yang bervariasi.,7.5,8.4
2021-06-23,26.6,TANAH LONGSOR,Kec. Rumpin Ds. Cipinang,BOGOR,"Akibat Hujan dengan intensitas tingi yang cukup lama    sehingga mengakibatkan Longsor tebingan belakang rumah,  dengan rincian : P = 15 m, T = 10 m, L = 20 m",9.8,11.7
2021-06-24,4.3,-,-,-,-,10.0,10.4
2021-06-25,12.9,TANAH LONGSOR,KEC CIBUNGBULANG,BOGOR,-,9.8,10.8
2021-06-26,19.4,-,-,-,-,10.1,12.4
2021-06-27,10.1,-,-,-,-,9.8,12.0
2021-06-28,19.4,-,-,-,-,10.8,13.3
2021-06-29,23.0,-,-,-,-,13.0,15.1
2021-06-30,13.5,-,-,-,-,14.2,14.8
2021-07-01,7.6,TANAH LONGSOR,KEC CIGOBONG,BOGOR,-,14.9,13.5
2021-07-01,7.6,TANAH LONGSOR,KEC MEGAMENDUNG,BOGOR,-,14.4,12.4
2021-07-02,0.2,-,-,-,-,11.8,10.2
2021-07-03,2.0,-,-,-,-,11.6,8.7
2021-07-04,2.0,-,-,-,-,10.5,7.5
2021-07-05,3.1,-,-,-,-,8.8,6.7
2021-07-06,9.1,-,-,-,-,8.7,7.1
2021-07-07,7.1,-,-,-,-,7.5,7.1
2021-07-09,3.3,-,-,-,-,5.6,6.4
2021-07-10,20.9,-,-,-,-,6.3,9.1
2021-07-11,3.5,-,-,-,-,5.9,8.0
2021-07-12,0.4,-,-,-,-,5.2,6.7
2021-07-13,1.4,-,-,-,-,5.3,5.7
2021-07-14,0.9,-,-,-,-,5.2,4.8
2021-07-15,1.2,-,-,-,-,5.1,4.2
2021-07-16,0.2,-,-,-,-,4.8,3.4
2021-07-17,5.6,-,-,-,-,4.4,3.8
2021-07-18,1.4,-,-,-,-,3.9,3.4
2021-07-19,3.9,-,-,-,-,3.9,3.5
2021-07-20,67.7,TANAH LONGSOR,Kec.  Cigombong Ds.  Cigombong,BOGOR,"hujan dengan intensitas tinggi dan drainase yang kurang baik,mengakibatkan tanah longsor dengan P : 15 m T : 90 m",8.6,15.2
2021-07-20,67.7,TANAH LONGSOR,Kec. Tamansari Ds. Tamansari,BOGOR,• Dikarenakna hujan dengan intensitas cukup tinggi dan mengakibatkan limpahan air yang berada diatas tidak memiliki drainase dan mengakibatkan jebolnya dinding rumah dengan dimensi panjang 2 m serta tingi 1 meter.,15.0,24.7
2021-07-21,12.5,-,-,-,-,16.2,22.5
2021-07-22,5.7,-,-,-,-,16.7,19.4
2021-07-23,42.4,TANAH LONGSOR,Kec. Pamijahan  Ds. Cibunian,BOGOR,•Akibat hujan yang cukup deras disertai amblasnya tanah sehingga mengakibatkan longsornya tebing.,20.8,23.6
2021-07-23,42.4,TANAH LONGSOR,KEC CIBUNGBULANG,BOGOR,-,25.0,27.0
2021-07-24,31.0,-,-,-,-,28.0,27.8
2021-07-25,0.4,-,-,-,-,27.5,22.8
2021-07-26,0.4,-,-,-,-,27.4,18.7
2021-07-28,1.1,-,-,-,-,27.1,15.5
2021-07-29,3.7,-,-,-,-,20.7,13.4
2021-07-30,2.4,-,-,-,-,14.2,11.4
2021-07-31,5.1,TANAH LONGSOR,KEC CIBINONG,BOGOR,-,13.5,10.2
2021-07-31,5.1,TANAH LONGSOR,Kec. Sukaraja  Desa Cilebut Timur Kp. Warnasari,BOGOR,● Akibat Hujan dengan Instensitas deras,13.4,9.3
2021-07-31,5.1,TANAH LONGSOR,Kec. Sukaraja Ds. Cilebut barat,BOGOR,"● Akibat hujan deras dengan intensitas tinggi, sehingga mengakibatkan tanah longsor",9.7,8.5
2021-07-31,5.1,TANAH LONGSOR,KEC MEGAMENDUNG,BOGOR,-,5.9,7.9
2021-08-01,38.0,TANAH LONGSOR,Kec. Sukamakmur Ds. Wargajaya Kp. Karanggantung,BOGOR,"● Akibat hujan deras dengan intensitas tinggi, sehingga mengakibatkan tanah longsor",6.6,13.4
2021-08-01,38.0,TANAH LONGSOR,Kec. Sukaraja  Ds. Cilebut Timur,BOGOR,● Akibat hujan deras yang cukup lama menyebabkan Tembok Penahan Tanah Dengan Panjang 15 meter tinggi 4 meter longsor,10.4,17.9
2021-08-02,13.8,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,11.7,17.1
2021-08-03,3.5,TANAH LONGSOR,Kec. Rumpin Ds. Cipinang,BOGOR,● Curah hujan tinggi ● Adanya sumber mata air di bawah permukaan tanah ● Kestabilan lereng yang rendah ● Aktivitas blasting di area pertambangan,12.0,14.6
2021-08-04,15.3,TANAH LONGSOR,KEC CIGOMBONG,BOGOR,-,13.1,14.8
2021-08-05,7.3,TANAH LONGSOR,Kec. Cigombong Ds. Pasir Jaya,BOGOR,● Akibat hujan dengan intensitas tinggi yang cukup lama di wilayah tersebut menyebabkan longsornya tanah,13.6,13.4
2021-08-06,1.2,-,-,-,-,13.2,11.2
2021-08-07,4.1,-,-,-,-,13.1,9.9
2021-08-08,22.3,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,14.9,12.2
2021-08-08,22.3,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,16.6,14.0
2021-08-09,6.8,TANAH LONGSOR,Kec.Jasinga  Ds.Wirajaya,BOGOR,hujan deras yang cukup lama mengakibatkan tebingan setinggi 3 M lebar 12 M longsor dan mengancam 3 Rumah warga,13.5,12.7
2021-08-09,6.8,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,10.3,11.6
2021-08-09,6.8,TANAH LONGSOR,KEC BABAKAN MADANG,BOGOR,-,9.6,10.7
2021-08-09,6.8,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,10.0,10.0
2021-08-09,6.8,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,9.1,9.4
2021-08-09,6.8,TANAH LONGSOR,KEC CIGUDEG,BOGOR,-,9.1,9.0
2021-08-09,6.8,TANAH LONGSOR,KEC CIGOMBONG,BOGOR,-,9.6,8.6
2021-08-10,6.1,TANAH LONGSOR,"Kec. Babakan Madang, Ds. Karang Tengah",BOGOR,Akibat hujan dengan intensitas tinggi disertai struktur tanah yang labil,9.8,8.1
2021-08-10,6.1,TANAH LONGSOR,Kec. Cigombong Ds. Cigombong,BOGOR,"● Akibat hujan dengan intensitas yang tinggi, dan tebingan yang berdekatan dengan  rumah terdampak tidak di turap",8.2,7.8
2021-08-11,2.1,-,-,-,-,6.2,6.7
2021-08-12,1.5,-,-,-,-,5.7,5.8
2021-08-13,9.1,-,-,-,-,5.9,6.4
2021-08-14,5.7,-,-,-,-,5.8,6.3
2021-08-15,0.7,-,-,-,-,5.2,5.2
2021-08-16,1.9,-,-,-,-,4.7,4.6
2021-08-17,5.2,TANAH LONGSOR,KEC PAMIJAHAN,BOGOR,-,4.5,4.7
2021-08-18,66.6,-,-,-,-,10.5,16.0
2021-08-19,18.9,TANAH LONGSOR,Kec. Jasinga  Ds. Curug,BOGOR,"Hujan dengan intensitas tinggi dan cukup lama menyebabkan TPT (Tembok Penahan Tanah) mengalami longsor dengan Panjang 9 m,  Tinggi 10 m",11.8,16.5
2021-08-20,44.1,TANAH LONGSOR,KEC PAMIJAHAN,BOGOR,-,15.6,21.5
2021-08-21,21.1,TANAH LONGSOR,KEC CIAWI,BOGOR,-,17.5,21.5
2021-08-21,21.1,TANAH LONGSOR,Kec. Cijeruk  Desa Tanjungsari   Kp. Kongsi,BOGOR,● Akibat hujan dengan intensitas tinggi mengakibatkan pergeseran tanah sehingga menyebabkan 6 unit Rumah mengalami kerusakan,19.4,21.4
2021-08-22,1.7,-,-,-,-,18.7,17.8
2021-08-23,2.1,-,-,-,-,18.3,15.0
2021-08-24,3.8,-,-,-,-,18.6,12.9
2021-08-25,3.2,-,-,-,-,18.8,11.2
2021-08-26,4.2,-,-,-,-,18.7,9.9
2021-08-27,0.8,-,-,-,-,12.1,8.2
2021-08-28,0.8,-,-,-,-,10.3,6.9
2021-08-29,9.5,-,-,-,-,6.8,7.4
2021-08-30,5.1,-,-,-,-,5.2,7.0
2021-08-31,15.4,-,-,-,-,4.7,8.5
2021-09-01,2.3,-,-,-,-,4.7,7.4
2021-09-02,2.8,-,-,-,-,4.8,6.5
2021-09-03,0.7,-,-,-,-,4.5,5.5
2021-09-04,1.8,-,-,-,-,4.3,4.8
2021-09-05,1.5,-,-,-,-,4.1,4.2
2021-09-06,25.4,TANAH LONGSOR,KEC NANGGUNG,BOGOR,-,6.5,8.1
2021-09-06,25.4,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,9.0,11.2
2021-09-06,25.4,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,10.6,13.8
2021-09-07,42.5,TANAH LONGSOR,Kec. Cigudeg Ds. Sukarasa,BOGOR,●Disebabkan hujan dengan intensitas tinggi dan adanya longsor di tebing kali Cidurian  serta adanya pergeseran tanah sebelumnya di lokasi tersebut.,14.3,19.0
2021-09-08,3.0,TANAH LONGSOR,KEC CIBINONG,BOGOR,-,13.1,16.1
2021-09-08,3.0,TANAH LONGSOR,Kec. Megamendung Ds. Sukarami,BOGOR,"● Akibat Hujan dengan intensitas Tinggi sehingga mengakibatkan tanah Longsor, material tersebut menimpa 1 unit rumah pada bagian dinding dapur",13.2,13.7
2021-09-09,2.9,-,-,-,-,13.2,11.8
2021-09-10,1.2,TANAH LONGSOR,"Kec. Rumpin, Ds. Cipnang",BOGOR,"• Akibat hujan dengan intensitas tinggi yang cukup lama, sehingga mengakibatkan tebingan setinggi ±40M longsor. Berdampak ke delapan rumah mengalami keretakan dan keretakan di beberapa titik akses jalan, serta menutupi mata air bersih yang digunakan masyarakat sehari-hari. • Longsor susulan yang terjadi meluas ke area permukiman warga serta tiang pancang yang berguna sebagai penahan longsor ikut terkena longsoran pada hari Jumat 10 September 2021, Pkl. 15.00 WIB",13.2,9.8
2021-09-11,5.8,-,-,-,-,13.6,9.1
2021-09-12,38.1,-,-,-,-,17.3,14.4
2021-09-13,12.4,-,-,-,-,16.0,14.0
2021-09-14,7.0,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,14.1,12.7
2021-09-14,7.0,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,12.3,11.7
2021-09-14,7.0,TANAH LONGSOR,KEC NANGGUNG,BOGOR,-,8.7,10.8
2021-09-14,7.0,TANAH LONGSOR,KEC CISARUA,BOGOR,-,9.1,10.1
2021-09-14,7.0,TANAH LONGSOR,Kec. Cigudeg Ds. Mekarjaya,BOGOR,ADisebabkan hujan dengan intensitas tinggi sehingga mengakibatkan aliran sungai Cikalong meluap dan TPT rumah ambruk dengan panjang 10 meter Lebar 2 meter dan Tinggi 3 meter,9.5,9.6
2021-09-15,8.9,TANAH LONGSOR,KEC SUKAJAYA,BOGOR,-,10.1,9.4
2021-09-16,3.2,TANAH LONGSOR,KEC CIGUDEG KEC PAMIJAHAN,BOGOR,-,10.3,8.3
2021-09-16,3.2,TANAH LONGSOR,KEC LEUWILIANG,BOGOR,-,10.1,7.4
2021-09-17,3.4,TANAH LONGSOR,KEC LEUWILIANG,BOGOR,-,6.6,6.7
2021-09-18,2.0,-,-,-,-,5.6,5.8
2021-09-19,25.8,TANAH LONGSOR,Kec. Cigombong Ds. Pasir Jaya Ds. Tugu Jaya,BOGOR,"● Hujan dengan intensitas tinggi dan disertai struktur tanah yang labil, sehingga mengakibatkan terjadinya longsor di beberapa titik yang berdampak ke beberapa rumah",7.4,9.4
2021-09-19,25.8,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,9.3,12.4
2021-09-20,5.1,TANAH LONGSOR,KEC BABAKAN MADANG,BOGOR,-,9.1,11.1
2021-09-21,9.1,-,-,-,-,9.4,10.7
2021-09-22,17.3,TANAH LONGSOR,Kec. Caringin Ds. Cinagara,BOGOR,● Disebabkan hujan dengan intensitas tinggi dengan durasi cukup lama di wilayah tersebut sehingga mengakibatkan tebing longsor di kp cibeling dengan tinggi : 10 m dan Panjang: 20 m lebar 5 m dan di kp dukuh kaung setinggi 7 m panjang 5 m,10.4,11.9
2021-09-22,17.3,TANAH LONGSOR,KEC PAMIJAHAN,BOGOR,-,11.2,12.9
2021-09-22,17.3,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,12.6,13.7
2021-09-23,11.3,-,-,-,-,13.4,13.3
2021-09-24,22.6,TANAH LONGSOR,KEC CIAWI,BOGOR,-,15.4,15.0
2021-09-25,7.6,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,15.9,13.6
2021-09-25,7.6,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,14.1,12.5
2021-09-26,34.1,TANAH LONGSOR,Kec. Cijeruk Ds. Cipicung,BOGOR,"●Akibat hujan dengan intensitas yang tinggi, sehingga mengakibatkan 2 unit rumah terancam akibat tahan longsor.",14.9,16.4
2021-09-26,34.1,TANAH LONGSOR,Kec. Cijeruk Ds. Tajurhalang,BOGOR,"●Akibat hujan dengan intensitas yang tinggi, sehingga mengakibatkan 1 unit rumah mengalami kerusakan, 1 Unit Sekolah  & Jalan umum mengalami longsor.",17.8,19.7
2021-09-27,52.4,-,-,-,-,22.2,25.6
2021-09-28,9.5,-,-,-,-,21.4,22.7
2021-09-29,4.0,-,-,-,-,20.0,19.3
2021-09-30,6.0,TANAH LONGSOR,Kec. Pamijahan  Ds. Gunung Menyan,BOGOR,"Akiba hujan dengan intensitas yang cukup tinggi dan posisi rumah berada dibantaran tebingan kali dengan ukuran T= 5m, L= 2m mengakibatkan pergeseran tanah dan membuat 1 unit rumah rusakt",18.9,16.9
2021-10-01,20.0,-,-,-,-,19.8,17.4
2021-10-02,1.9,-,-,-,-,17.7,14.6
2021-10-03,4.4,-,-,-,-,17.4,12.8
2021-10-04,6.7,-,-,-,-,17.3,11.7
2021-10-05,1.2,-,-,-,-,14.0,9.8
2021-10-06,1.9,-,-,-,-,10.8,8.3
2021-10-07,1.6,-,-,-,-,5.7,7.1
2021-10-08,3.9,-,-,-,-,5.2,6.5
2021-10-09,1.5,-,-,-,-,4.9,5.6
2021-10-10,9.5,-,-,-,-,5.3,6.3
2021-10-11,2.2,-,-,-,-,3.5,5.6
2021-10-12,5.1,TANAH LONGSOR,Kec. Megamendung Ds. Gadog,BOGOR,● Akibat hujan dengan intensitas tinggi disertai struktur tanah yang labil sehingga mengakibatkan longsor di bagian tebing samping kamar mandi,3.8,5.5
2021-10-13,4.5,TANAH LONGSOR,KEC CIJERUK,BOGOR,-,3.8,5.3
2021-10-14,1.7,-,-,-,-,3.3,4.6
2021-10-15,6.6,TANAH LONGSOR,KEC CARINGIN,BOGOR,-,3.8,5.0
2021-10-16,8.9,-,-,-,-,4.6,5.7
2021-10-17,23.7,-,-,-,-,6.8,9.0
2021-10-18,14.7,TANAH LONGSOR,KEC CIAWI,BOGOR,-,7.8,10.0
2021-10-19,16.1,TANAH LONGSOR,Kec. Sukaraja Ds. Cijujung,BOGOR,● Akibat hujan dengan intensitas tinggi,9.3,11.1
2021-10-19,16.1,TANAH LONGSOR,Kec. Cibinong Kel. Nanggewer,BOGOR,● Akibat hujan dengan intensitas tinggi yang cukup lama,10.0,12.0
2021-10-20,14.1,-,-,-,-,11.2,12.4
2021-10-21,25.5,-,-,-,-,13.2,14.8
2021-10-22,17.2,-,-,-,-,14.5,15.2
2021-10-23,4.4,-,-,-,-,14.7,13.3
2021-10-24,3.1,-,-,-,-,14.4,11.4
2021-10-25,16.6,TANAH LONGSOR,Kec. Sukajaya Ds. Harkatjaya,BOGOR,"● Dipicu hujan deras dengan durasi yang cukup lama dan angin kencang, dan mengakibatkan pergeseran tanah di Kec. Sukajaya Kab. Bogor",15.2,12.4
2021-10-26,6.0,TANAH LONGSOR,KEC CIGOMBONG,BOGOR,-,13.4,11.2
2021-10-26,6.0,TANAH LONGSOR,KEC CIOMAS,BOGOR,-,12.5,10.3
2021-10-26,6.0,TANAH LONGSOR,Kec. Ciomas Ds. Ciomas,BOGOR,● akibat terjadinya cuaca ekstrim dan dipicu oleh terjadi hujan dengan intensitas tinggi disertai angin kencang menyebabkan tingginya debit air Sungai Sindang Barang yang membuat TPT Longsor dan berdampak ke rumah warga,11.5,9.5
2021-10-26,6.0,TANAH LONGSOR,KEC CIOMAS,BOGOR,-,10.5,8.8
2021-10-27,28.4,TANAH LONGSOR,Kec. Cijeruk Ds. Sukaharja,BOGOR,"● Dipicu hujan deras dan cukup lama yang terjadi pada hari selasa 26 Oktober 2021 (Sore Hari) mengakibatkan TPT Padepokan milik Ki Goler (Komunitas Iket Tatar Pakuan) longsor dengan rincian longsoran Panjang = ±12 meter, Tinggi ±3 meter, Lebar ±1 meter",11.9,12.4
2021-10-28,16.5,TANAH LONGSOR,Kec. Megamendung Ds. Cipayung,BOGOR,● Disebabkan hujan dengan intensitas tinggi sehingga derasnya aliran Kali Citarim mengikis tanah badan jalan,11.0,13.1
